   1       0.7501    0.7501    3.0001    7.0019  3000007      396   367.24        62        4.048      4.048      2.252     24.578     49.150    -15.870    -83.910     46.080     92.150 
   2       0.7001    0.7001    3.0003    7.0019  3000012      356   367.79        52        4.052      4.052      2.252     24.578     49.150    -17.060    -80.320     46.080     92.150 
   3       0.6500    0.6500    3.0005    7.0019  3000005      347   367.56        57        4.057      4.057      2.252     24.578     49.150    -18.480    -76.940     46.080     92.150 
   4       0.6001    0.6001    3.0004    7.0019  3000009      317   367.62        77        4.059      4.059      2.252     24.578     49.150    -20.120    -73.770     46.080     92.150 
   5       0.5501    0.5501    2.9999    7.0025  3000008      354   367.71       113        4.048      4.048      2.252     24.578     49.150    -21.990    -70.800     46.080     92.160 
   6       0.5001    0.5001    3.0000    7.0025  3000006      316   367.51       164        4.053      4.053      2.252     24.578     49.150    -24.090    -68.050     46.080     92.160 
   7       0.4500    0.4500    3.0000    7.0019  3000005      287   367.78       114        4.056      4.056      2.252     24.578     49.150    -26.410    -65.510     46.080     92.150 
   8       0.3999    0.3999    3.0004    7.0013  3000010      292   367.48        75        4.071      4.071      2.252     24.578     49.150    -28.950    -63.200     46.080     92.140 
   9       0.3499    0.3499    3.0004    7.0013  3000010      242   367.39        66        4.052      4.052      2.252     24.578     49.150    -31.690    -61.120     46.080     92.140 
  10       0.2999    0.2999    3.0002    7.0013  3000007      246   367.67        38        4.057      4.057      2.252     24.578     49.150    -34.610    -59.280     46.080     92.140 
  11       0.2500    0.2500    3.0003    7.0013  3000011      255   367.26        49        4.057      4.057      2.252     24.578     49.150    -37.700    -57.700     46.080     92.140 
  12       0.1999    0.1999    3.0002    7.0013  3000009      276   367.34        68        4.066      4.066      2.252     24.578     49.150    -40.940    -56.380     46.080     92.140 
  13       0.1499    0.1499    3.0004    7.0013  3000010      321   367.57        99        4.052      4.052      2.252     24.578     49.150    -44.290    -55.350     46.080     92.140 
  14       0.1000    0.1000    3.0003    7.0013  3000008      344   367.38       214        4.053      4.053      2.252     24.578     49.150    -47.720    -54.600     46.080     92.140 
   5       0.0500    0.0500    3.0004    7.0013  7000009      982   855.65       908        4.049      4.049      2.252     24.578     49.150    -51.210    -54.150     46.080     92.140 
   4       0.0000    0.0000    3.0001    7.0013  7000014     1030   854.78       968        4.049      4.049      2.252     24.578     49.150    -54.730    -53.990     46.080     92.140 
   3      -0.0499   -0.0499    3.0001    7.0013  7000005      969   854.83       933        4.042      4.042      2.252     24.578     49.150    -58.240    -54.140     46.080     92.140 
   2      -0.0999   -0.0999    3.0004    7.0013  7000010      835   857.85       539        4.047      4.047      2.252     24.578     49.150    -61.730    -54.600     46.080     92.140 
   1      -0.1501   -0.1501    3.0003    7.0013  7000010      754   860.44       259        4.049      4.049      2.252     24.578     49.150    -65.180    -55.350     46.080     92.140 
  20      -0.2001   -0.2001    3.0004    7.0013  3000006      356   368.45        47        4.057      4.057      2.252     24.578     49.150    -68.560    -56.390     46.080     92.140 
  21      -0.2501   -0.2501    3.0005    7.0013  3000009      298   368.45        53        4.045      4.045      2.252     24.578     49.150    -71.870    -57.710     46.080     92.140 
